#OTU ID	magic.0040.S71.R1.001	magic.0112.S49.R1.001	magic.0134.S97.R1.001	magic.0317.S53.R1.001	magic.0020.S23.R1.001	magic.0402.S78.R1.001	magic.0232.S75.R1.001	magic.0315.S29.R1.001	magic.0435.S43.R1.001	magic.0018.S106.R1.001	magic.0124.S61.R1.001	magic.0150.S50.R1.001	magic.0532.S92.R1.001	magic.0030.S59.R1.001	magic.0079.S84.R1.001	magic.0013.S58.R1.001	magic.0132.S85.R1.001	magic.0316.S41.R1.001	magic.0374.S54.R1.001	magic.0001.S22.R1.001	magic.0243.S99.R1.001	magic.0173.S98.R1.001	magic.0542.S57.R1.001	magic.0146.S109.R1.001	magic.0100.S96.R1.001	magic.0537.S104.R1.001	magic.0156.S62.R1.001	magic.0244.S111.R1.001	magic.0456.S79.R1.001	magic.0339.S30.R1.001	magic.0053.S24.R1.001	magic.0367.S42.R1.001	magic.0016.S82.R1.001	magic.0164.S74.R1.001	magic.0231.S63.R1.001	magic.0551.S105.R1.001	magic.0048.S83.R1.001	magic.0331.S77.R1.001	magic.0440.S55.R1.001	magic.0004.S34.R1.001	magic.0531.S80.R1.001	magic.0179.S110.R1.001	magic.0526.S56.R1.001	magic.0539.S33.R1.001	magic.0075.S60.R1.001	magic.0149.S38.R1.001	magic.0242.S87.R1.001	magic.0514.S44.R1.001	magic.0246.S28.R1.001	magic.0017.S94.R1.001	magic.0078.S72.R1.001	magic.0011.S46.R1.001	magic.0109.S25.R1.001	magic.0131.S73.R1.001	magic.0552.S117.R1.001	magic.0465.S91.R1.001	magic.0015.S70.R1.001	magic.0527.S68.R1.001	magic.0021.S35.R1.001	magic.0063.S48.R1.001	magic.0396.S66.R1.001	magic.0337.S113.R1.001	magic.0471.S103.R1.001	magic.0428.S102.R1.001	magic.0547.S81.R1.001	magic.0287.S76.R1.001	magic.0272.S52.R1.001	magic.0148.S26.R1.001	magic.0110.S37.R1.001	magic.0050.S95.R1.001	magic.0307.S112.R1.001	magic.0170.S86.R1.001	magic.0268.S40.R1.001	magic.0417.S90.R1.001	magic.0300.S100.R1.001	magic.0538.S116.R1.001	magic.0334.S89.R1.001	magic.0290.S88.R1.001	magic.0541.S45.R1.001	magic.0278.S64.R1.001	magic.0335.S101.R1.001	magic.0059.S36.R1.001	magic.0549.S93.R1.001	magic.0217.S51.R1.001	magic.0543.S69.R1.001	magic.0322.S65.R1.001	magic.0433.S31.R1.001	magic.0429.S114.R1.001	magic.0473.S115.R1.001	magic.0189.S39.R1.001	magic.0028.S47.R1.001	magic.0101.S108.R1.001	magic.0185.S27.R1.001	magic.0484.S32.R1.001	Postive.Control.S107.R1.001	Blank.S67.R1.001
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella multiformis;t__Prevotella multiformis DSM 16608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea;t__Prevotella stercorea DSM 18206	0	1	0	2	33	23	43	81	34	0	46	1	0	38	26	2	0	13	285	0	0	0	0	15	7	35	0	18	0	1290	2	36	0	12	0	0	0	0	2	1	507	0	0	22	23	1	230	7	20	71	0	9	2	1	102	210	0	0	1001	1104	0	15	12	0	0	142	60	29	1	11	19	19	14	2	0	1	4	0	12	10	0	6	6	1	16	2	0	2	0	6	28	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella scopos;t__Prevotella scopos JCM 17725	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	1	3	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella salivae;t__Prevotella salivae DSM 15606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella pallens;t__Prevotella pallens ATCC 700821	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oralis;t__Prevotella oralis ATCC 33269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella nigrescens;t__Prevotella nigrescens ATCC 33563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0	0	0	0	10	1	25	62	65	0	2	0	49	1	1	0	0	18	40	0	10	0	1	1	0	52	0	1	0	159	12	81	0	1	0	0	0	0	1	3	38	0	397	3	44	0	22	37	15	108	0	69	0	0	276	57	0	1	137	92	0	51	20	0	1	265	14	3	28	92	8	1	7	2	0	1	1	1	41	61	0	7	4	0	35	0	0	1	0	0	3	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	0	1	0	0	13	0	25	15	18	0	8	0	1	8	163	6	1	2	137	0	190	0	0	1	4	31	0	0	0	478	14	15	0	0	1	0	0	0	0	0	175	0	3	15	56	0	21	4	33	641	0	5	1	0	18	23	0	0	173	393	0	9	19	0	0	546	22	7	14	6	34	0	10	1	0	2	0	1	90	14	0	9	73	0	15	5	0	0	0	1	11	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella veroralis;t__Prevotella veroralis DSM 19559 = JCM 6290	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	0	0	0	1	1	64	12	160	0	0	1	0	0	3	6	0	0	0	4	1	43	0	0	45	3	0	1	0	0	12	0	84	0	0	0	0	0	0	0	0	4	0	1	8	1	0	9	28	0	52	0	0	0	0	11	20	0	0	24	27	0	41	1	0	0	63	2	1	0	0	1	2	23	1	0	0	0	1	4	98	0	1	9	0	1	1	0	0	0	2	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus;t__Alistipes indistinctus YIT 12060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0	2	0	0	0	0	1	0	4	0	0	0	0	0	14	0	0	0	2	0	12	0	0	0	28	0	0	8	0	5	3	1	0	35	0	0	0	0	2	0	0	0	0	9	2	0	15	0	2	25	0	94	0	0	12	39	0	0	4	15	0	0	1	0	0	24	6	15	6	63	36	0	5	2	0	0	1	0	5	5	0	3	8	0	0	1	0	0	0	1	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii;t__Alistipes shahii WAL 8301	0	10	1	0	10	0	42	247	51	0	53	0	101	31	49	145	0	18	34	2	10	0	0	0	49	90	1	3	0	166	21	302	0	15	0	0	0	0	0	2	43	0	216	27	51	0	13	90	14	144	0	335	0	0	252	35	0	2	130	95	0	166	22	0	1	199	0	32	30	333	16	5	40	1	0	0	19	0	30	87	0	11	5	0	23	3	0	0	2	6	15	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis;t__Alistipes senegalensis JC50	0	0	0	0	7	3	7	2	10	0	42	0	5	5	5	3	0	5	1	248	2	0	1	8	1	157	0	4	0	5	19	2	69	0	0	0	0	0	0	114	3	0	37	35	99	0	171	2	15	17	0	4	0	0	120	156	0	1	19	15	0	1	6	0	1	121	15	4	34	3	5	2	13	0	0	1	0	0	10	35	0	19	17	0	12	5	0	0	0	1	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella microfusus;t__Rikenella microfusus DSM 15922	0	1	0	0	1	3	0	2	9	0	1	0	0	1	1	0	0	0	0	1	7	1	0	3	0	2	0	0	0	10	0	2	0	0	0	0	0	0	0	0	8	0	1	2	3	0	5	1	5	6	0	1	0	1	20	3	0	0	25	23	0	1	8	0	0	3	8	0	1	2	0	3	9	1	0	0	0	0	3	20	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis;t__Alistipes timonensis JC136	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__Mucinivorans hirudinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0	0	0	0	0	0	2	0	3	0	1	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	2	1	0	5	0	1	8	0	47	0	0	2	4	0	0	0	1	0	0	1	0	0	13	2	4	0	55	10	0	1	0	0	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__Staphylococcus epidermidis ATCC 12228	61498	1894	140267	8696	887	39	52	8	36	14637	2	808	2	3670	383	54066	92058	10	1	313	22	4706	538	7184	359	1	1033	60	5929	2	5478	2563	8058	2663	75	67	1579	3985	9	10873	2	761	4	45	32	662	465	47638	2	9389	9	15	2951	254	3	16	5529	29	45	5	2	6504	3	25	9663	77	110	95	120	1788	24	8007	4	11	116	0	26	24175	3	29	3	2898	0	242	8	19	26	4	45	32789	235	0	0	0	1	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus	1	0	2225	0	0	2	73	0	1	3	0	1	6	10	0	2	4	34	0	0	120	628	14	0	0	5	40	0	0	0	1	0	0	1267	0	0	1	4	35	0	0	78	0	0	0	27	451	32	1	5020	0	0	212	1	22	3189	0	0	26	3	90	0	1	1	1	649	0	0	0	1	13	40	0	0	1135	19	1	3834	0	1	25	0	6	2836	0	0	21	0	0	19	22	0	0	0	0	0
k__Bacteria;p__Firmicutes	47	73	1114	554	314	46	83	9	320	72	109	300	118	131	553	107	763	1898	1333	1351	1655	14	1976	1273	75	610	583	1323	453	1174	76	692	377	198	293	1485	20	780	49	1115	1555	1122	134	495	270	150	140	797	33	4164	28	174	19	830	2005	202	1738	14008	61	1221	1206	28	960	474	136	192	1239	49	83	157	435	13	553	34	257	36	184	184	458	474	836	43	425	236	105	7	1	551	231	139	52	0	0	0	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii;t__Parabacteroides johnsonii CL02T12C29	1	21	9	8	294	3312	778	8927	716	6	3565	6	882	1309	77	170	3	20	682	1265	1243	0	3	3583	669	2543	5	234	1	4246	307	4890	347	162	2	5	0	16	12	596	1614	0	1009	411	650	20	562	1111	598	773	0	598	0	11	2128	1842	0	7	7207	6266	0	2560	1358	0	8	589	162	3284	282	1300	1037	394	125	52	1	27	146	10	265	222	0	187	2212	0	99	29	3	6	30	138	453	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii;t__Parabacteroides goldsteinii DSM 19448 = WAL 12034	0	0	0	0	3	0	153	5	86	0	3	0	4	17	51	11	0	93	77	253	8	0	0	3	5	101	0	42	0	219	1	10	70	32	0	0	0	2	0	117	76	0	4	63	12	1	27	7	2	93	0	198	0	0	98	93	0	1	436	348	0	6	140	0	1	47	16	27	0	257	717	7	6	4	0	0	10	0	172	57	0	5	862	0	6	5	0	0	0	9	17	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Microscillaceae;g__Eisenibacter;s__Eisenibacter elegans;t__Eisenibacter elegans DSM 3317	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Segetibacter;s__Segetibacter koreensis;t__Segetibacter koreensis DSM 18137	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Mariniphaga;s__Mariniphaga anaerophila	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	46	0	0	2	0	0	0	0	0	48	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia;t__Tannerella forsythia 92A2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus faecimaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella;s__Leadbetterella byssophila;t__Leadbetterella byssophila DSM 17132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Leptolyngbyaceae;g__Leptolyngbya;s__Leptolyngbya ohadii;t__Leptolyngbya ohadii IS1	0	1	1	0	0	0	1	0	3	0	8	0	0	5	8	0	0	18	4	0	0	0	0	6	0	0	0	4	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	2	0	0	1	0	0	1	0	1	1	2	0	0	0	0	2	1	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__Chryseobacterium polytrichastri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__Chryseobacterium indologenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga granulosa;t__Capnocytophaga granulosa ATCC 51502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__Chryseobacterium palustre;t__Chryseobacterium palustre DSM 21579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium marinum	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium;s__Cloacibacterium normanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Empedobacter;s__Empedobacter brevis;t__Empedobacter brevis NBRC 14943 = ATCC 43319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Tolypothrichaceae;g__Tolypothrix;s__[Scytonema hofmanni] UTEX B 1581;t__[Scytonema hofmanni] UTEX 2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella;s__Riemerella columbina;t__Riemerella columbina DSM 16469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__cyanobacterium endosymbiont of Epithemia turgida;t__cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Coleofasciculaceae;g__Coleofasciculus;s__Coleofasciculus chthonoplastes;t__Coleofasciculus chthonoplastes PCC 7420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
